instrument,open,high,low,close,date
GBP_USD,1.55405,1.55880,1.54260,1.54438,2013-05-09:01:00:00+0100
GBP_USD,1.54438,1.54576,1.53142,1.53616,2013-05-10:01:00:00+0100
GBP_USD,1.53567,1.53584,1.53363,1.53443,2013-05-12:01:00:00+0100
GBP_USD,1.53445,1.53848,1.52778,1.53062,2013-05-13:01:00:00+0100
GBP_USD,1.53062,1.53310,1.52076,1.52259,2013-05-14:01:00:00+0100
GBP_USD,1.52259,1.52728,1.51738,1.52383,2013-05-15:01:00:00+0100
GBP_USD,1.52383,1.53224,1.51974,1.52764,2013-05-16:01:00:00+0100
GBP_USD,1.52763,1.52805,1.51582,1.51691,2013-05-17:01:00:00+0100
GBP_USD,1.51920,1.52020,1.51662,1.51752,2013-05-19:01:00:00+0100
GBP_USD,1.51753,1.52813,1.51682,1.52618,2013-05-20:01:00:00+0100
GBP_USD,1.52617,1.52626,1.51128,1.51606,2013-05-21:01:00:00+0100
GBP_USD,1.51605,1.51743,1.50197,1.50345,2013-05-22:01:00:00+0100
GBP_USD,1.50347,1.51284,1.50140,1.50928,2013-05-23:01:00:00+0100
GBP_USD,1.50929,1.51426,1.50644,1.51252,2013-05-24:01:00:00+0100
GBP_USD,1.51363,1.51366,1.51275,1.51295,2013-05-26:01:00:00+0100
GBP_USD,1.51294,1.51566,1.50874,1.51086,2013-05-27:01:00:00+0100
GBP_USD,1.51086,1.51350,1.50194,1.50250,2013-05-28:01:00:00+0100
GBP_USD,1.50250,1.51461,1.50084,1.51301,2013-05-29:01:00:00+0100
GBP_USD,1.51301,1.52402,1.51106,1.52273,2013-05-30:01:00:00+0100
GBP_USD,1.52274,1.52398,1.51406,1.51986,2013-05-31:01:00:00+0100
GBP_USD,1.52076,1.52098,1.51928,1.52069,2013-06-02:01:00:00+0100
GBP_USD,1.52069,1.53762,1.51962,1.53217,2013-06-03:01:00:00+0100
GBP_USD,1.53215,1.53430,1.52736,1.53019,2013-06-04:01:00:00+0100
GBP_USD,1.53019,1.54136,1.52914,1.53984,2013-06-05:01:00:00+0100
GBP_USD,1.53982,1.56844,1.53818,1.56004,2013-06-06:01:00:00+0100
GBP_USD,1.56004,1.56182,1.54886,1.55574,2013-06-07:01:00:00+0100
GBP_USD,1.55167,1.55440,1.55162,1.55252,2013-06-09:01:00:00+0100
GBP_USD,1.55252,1.55866,1.54950,1.55665,2013-06-10:01:00:00+0100
GBP_USD,1.55664,1.56530,1.55210,1.56434,2013-06-11:01:00:00+0100
GBP_USD,1.56435,1.57014,1.56337,1.56826,2013-06-12:01:00:00+0100
GBP_USD,1.56827,1.57380,1.56448,1.57051,2013-06-13:01:00:00+0100
GBP_USD,1.57050,1.57179,1.56164,1.57070,2013-06-14:01:00:00+0100
GBP_USD,1.57314,1.57325,1.57117,1.57314,2013-06-16:01:00:00+0100
GBP_USD,1.57313,1.57515,1.56810,1.57162,2013-06-17:01:00:00+0100
GBP_USD,1.57162,1.57204,1.55655,1.56311,2013-06-18:01:00:00+0100
GBP_USD,1.56312,1.56770,1.54498,1.54736,2013-06-19:01:00:00+0100
GBP_USD,1.54737,1.55226,1.54151,1.55129,2013-06-20:01:00:00+0100
GBP_USD,1.55129,1.55306,1.53684,1.54197,2013-06-21:01:00:00+0100
GBP_USD,1.53763,1.54001,1.53744,1.53875,2013-06-23:01:00:00+0100
GBP_USD,1.53877,1.54652,1.53438,1.54538,2013-06-24:01:00:00+0100
GBP_USD,1.54538,1.54776,1.53977,1.54091,2013-06-25:01:00:00+0100
GBP_USD,1.54091,1.54405,1.52980,1.53180,2013-06-26:01:00:00+0100
GBP_USD,1.53179,1.53462,1.52018,1.52562,2013-06-27:01:00:00+0100
GBP_USD,1.52562,1.52791,1.51658,1.52122,2013-06-28:01:00:00+0100
GBP_USD,1.52054,1.52142,1.52014,1.52084,2013-06-30:01:00:00+0100
GBP_USD,1.52082,1.52490,1.51837,1.52173,2013-07-01:01:00:00+0100
GBP_USD,1.52172,1.52382,1.51366,1.51506,2013-07-02:01:00:00+0100
GBP_USD,1.51507,1.53048,1.51302,1.52812,2013-07-03:01:00:00+0100
GBP_USD,1.52812,1.52834,1.50276,1.50392,2013-07-04:01:00:00+0100
GBP_USD,1.50393,1.50556,1.48581,1.48867,2013-07-05:01:00:00+0100
GBP_USD,1.48751,1.48822,1.48594,1.48594,2013-07-07:01:00:00+0100
GBP_USD,1.48594,1.49664,1.48588,1.49337,2013-07-08:01:00:00+0100
GBP_USD,1.49337,1.49809,1.48136,1.48466,2013-07-09:01:00:00+0100
GBP_USD,1.48468,1.51936,1.48454,1.51274,2013-07-10:01:00:00+0100
GBP_USD,1.51276,1.52222,1.50616,1.51719,2013-07-11:01:00:00+0100
GBP_USD,1.51721,1.51888,1.50767,1.51080,2013-07-12:01:00:00+0100
GBP_USD,1.51179,1.51308,1.50976,1.51100,2013-07-14:01:00:00+0100
GBP_USD,1.51100,1.51266,1.50280,1.50954,2013-07-15:01:00:00+0100
GBP_USD,1.50952,1.51690,1.50450,1.51286,2013-07-16:01:00:00+0100
GBP_USD,1.51282,1.52678,1.50792,1.52089,2013-07-17:01:00:00+0100
GBP_USD,1.52089,1.52418,1.51582,1.52212,2013-07-18:01:00:00+0100
GBP_USD,1.52212,1.52824,1.51972,1.52663,2013-07-19:01:00:00+0100
GBP_USD,1.52709,1.52862,1.52587,1.52855,2013-07-21:01:00:00+0100
GBP_USD,1.52855,1.53844,1.52646,1.53646,2013-07-22:01:00:00+0100
GBP_USD,1.53647,1.53920,1.53266,1.53722,2013-07-23:01:00:00+0100
GBP_USD,1.53722,1.53900,1.52894,1.53070,2013-07-24:01:00:00+0100
GBP_USD,1.53072,1.54351,1.52632,1.53802,2013-07-25:01:00:00+0100
GBP_USD,1.53801,1.54168,1.53560,1.53832,2013-07-26:01:00:00+0100
GBP_USD,1.53816,1.53990,1.53780,1.53912,2013-07-28:01:00:00+0100
GBP_USD,1.53912,1.54138,1.53288,1.53402,2013-07-29:01:00:00+0100
GBP_USD,1.53402,1.53540,1.52240,1.52424,2013-07-30:01:00:00+0100
GBP_USD,1.52420,1.52543,1.51258,1.51734,2013-07-31:01:00:00+0100
GBP_USD,1.51735,1.52425,1.51104,1.51179,2013-08-01:01:00:00+0100
GBP_USD,1.51180,1.53089,1.51025,1.52904,2013-08-02:01:00:00+0100
GBP_USD,1.52920,1.52975,1.52800,1.52866,2013-08-04:01:00:00+0100
GBP_USD,1.52869,1.53784,1.52594,1.53561,2013-08-05:01:00:00+0100
GBP_USD,1.53559,1.53916,1.53320,1.53432,2013-08-06:01:00:00+0100
GBP_USD,1.53432,1.55315,1.52060,1.54973,2013-08-07:01:00:00+0100
GBP_USD,1.54970,1.55744,1.54852,1.55340,2013-08-08:01:00:00+0100
GBP_USD,1.55341,1.55586,1.54970,1.55000,2013-08-09:01:00:00+0100
GBP_USD,1.54905,1.55220,1.54902,1.55144,2013-08-11:01:00:00+0100
GBP_USD,1.55144,1.55194,1.54527,1.54557,2013-08-12:01:00:00+0100
GBP_USD,1.54557,1.55122,1.54274,1.54484,2013-08-13:01:00:00+0100
GBP_USD,1.54485,1.55470,1.54222,1.55167,2013-08-14:01:00:00+0100
GBP_USD,1.55168,1.56523,1.55091,1.56392,2013-08-15:01:00:00+0100
GBP_USD,1.56391,1.56574,1.56079,1.56257,2013-08-16:01:00:00+0100
GBP_USD,1.56211,1.56332,1.56194,1.56247,2013-08-18:01:00:00+0100
GBP_USD,1.56247,1.56733,1.56096,1.56465,2013-08-19:01:00:00+0100
GBP_USD,1.56465,1.56959,1.56288,1.56631,2013-08-20:01:00:00+0100
GBP_USD,1.56631,1.57178,1.56156,1.56161,2013-08-21:01:00:00+0100
GBP_USD,1.56162,1.56264,1.55630,1.55953,2013-08-22:01:00:00+0100
GBP_USD,1.55952,1.56368,1.55390,1.55685,2013-08-23:01:00:00+0100
GBP_USD,1.55659,1.55837,1.55630,1.55797,2013-08-25:01:00:00+0100
GBP_USD,1.55797,1.56122,1.55569,1.55827,2013-08-26:01:00:00+0100
GBP_USD,1.55824,1.55925,1.54818,1.55446,2013-08-27:01:00:00+0100
GBP_USD,1.55444,1.55535,1.54282,1.55265,2013-08-28:01:00:00+0100
GBP_USD,1.55265,1.55484,1.54828,1.55054,2013-08-29:01:00:00+0100
GBP_USD,1.55055,1.55280,1.54627,1.55038,2013-08-30:01:00:00+0100
GBP_USD,1.55338,1.55353,1.55064,1.55176,2013-09-01:01:00:00+0100
GBP_USD,1.55177,1.55938,1.55060,1.55461,2013-09-02:01:00:00+0100
GBP_USD,1.55460,1.56043,1.55222,1.55620,2013-09-03:01:00:00+0100
GBP_USD,1.55621,1.56474,1.55562,1.56203,2013-09-04:01:00:00+0100
GBP_USD,1.56203,1.56670,1.55727,1.55898,2013-09-05:01:00:00+0100
GBP_USD,1.55898,1.56816,1.55648,1.56332,2013-09-06:01:00:00+0100
GBP_USD,1.56179,1.56378,1.56179,1.56328,2013-09-08:01:00:00+0100
GBP_USD,1.56329,1.57327,1.56282,1.56972,2013-09-09:01:00:00+0100
GBP_USD,1.56972,1.57443,1.56860,1.57311,2013-09-10:01:00:00+0100
GBP_USD,1.57310,1.58294,1.57190,1.58241,2013-09-11:01:00:00+0100
GBP_USD,1.58241,1.58398,1.57763,1.58035,2013-09-12:01:00:00+0100
GBP_USD,1.58034,1.58851,1.57766,1.58752,2013-09-13:01:00:00+0100
GBP_USD,1.59360,1.59508,1.59307,1.59364,2013-09-15:01:00:00+0100
GBP_USD,1.59364,1.59632,1.58942,1.59021,2013-09-16:01:00:00+0100
GBP_USD,1.59021,1.59366,1.58858,1.59035,2013-09-17:01:00:00+0100
GBP_USD,1.59035,1.61632,1.58925,1.61326,2013-09-18:01:00:00+0100
GBP_USD,1.61324,1.61471,1.60228,1.60353,2013-09-19:01:00:00+0100
GBP_USD,1.60354,1.60666,1.59867,1.60064,2013-09-20:01:00:00+0100
GBP_USD,1.60063,1.60172,1.59942,1.60168,2013-09-22:01:00:00+0100
GBP_USD,1.60167,1.60727,1.60130,1.60402,2013-09-23:01:00:00+0100
GBP_USD,1.60402,1.60416,1.59556,1.59944,2013-09-24:01:00:00+0100
GBP_USD,1.59944,1.60881,1.59797,1.60746,2013-09-25:01:00:00+0100
GBP_USD,1.60746,1.60960,1.59996,1.60382,2013-09-26:01:00:00+0100
GBP_USD,1.60381,1.61469,1.60302,1.61402,2013-09-27:01:00:00+0100
GBP_USD,1.61435,1.61710,1.61401,1.61670,2013-09-29:01:00:00+0100
GBP_USD,1.61670,1.62026,1.61284,1.61873,2013-09-30:01:00:00+0100
GBP_USD,1.61873,1.62604,1.61832,1.61921,2013-10-01:01:00:00+0100
GBP_USD,1.61921,1.62510,1.61628,1.62362,2013-10-02:01:00:00+0100
GBP_USD,1.62362,1.62412,1.61538,1.61573,2013-10-03:01:00:00+0100
GBP_USD,1.61572,1.61780,1.60066,1.60099,2013-10-04:01:00:00+0100
GBP_USD,1.60236,1.60435,1.60162,1.60398,2013-10-06:01:00:00+0100
GBP_USD,1.60399,1.61002,1.60264,1.60980,2013-10-07:01:00:00+0100
GBP_USD,1.60979,1.61244,1.60200,1.61194,2013-10-08:01:00:00+0100
GBP_USD,1.61192,1.61202,1.59163,1.59550,2013-10-09:01:00:00+0100
GBP_USD,1.59548,1.59792,1.59139,1.59749,2013-10-10:01:00:00+0100
GBP_USD,1.59749,1.60020,1.59236,1.59559,2013-10-11:01:00:00+0100
GBP_USD,1.59740,1.59755,1.59638,1.59669,2013-10-13:01:00:00+0100
GBP_USD,1.59668,1.60186,1.59547,1.59717,2013-10-14:01:00:00+0100
GBP_USD,1.59716,1.60113,1.59150,1.59831,2013-10-15:01:00:00+0100
GBP_USD,1.59832,1.60624,1.58944,1.59461,2013-10-16:01:00:00+0100
GBP_USD,1.59459,1.61724,1.59402,1.61490,2013-10-17:01:00:00+0100
GBP_USD,1.61490,1.62251,1.61420,1.61660,2013-10-18:01:00:00+0100
GBP_USD,1.61739,1.61808,1.61682,1.61701,2013-10-20:01:00:00+0100
GBP_USD,1.61702,1.61810,1.61230,1.61313,2013-10-21:01:00:00+0100
GBP_USD,1.61314,1.62476,1.61158,1.62314,2013-10-22:01:00:00+0100
GBP_USD,1.62315,1.62568,1.61200,1.61639,2013-10-23:01:00:00+0100
GBP_USD,1.61638,1.62232,1.61380,1.61978,2013-10-24:01:00:00+0100
GBP_USD,1.61979,1.62476,1.61504,1.61667,2013-10-25:01:00:00+0100
GBP_USD,1.61662,1.61826,1.61641,1.61726,2013-10-27:01:00:00+0100
GBP_USD,1.61726,1.62084,1.61246,1.61392,2013-10-28:00:00:00+0000
GBP_USD,1.61391,1.61446,1.60232,1.60469,2013-10-29:00:00:00+0000
GBP_USD,1.60471,1.60787,1.59987,1.60243,2013-10-30:00:00:00+0000
GBP_USD,1.60243,1.60686,1.60062,1.60432,2013-10-31:00:00:00+0000
GBP_USD,1.60432,1.60434,1.59090,1.59249,2013-11-01:00:00:00+0000
GBP_USD,1.59255,1.59331,1.59212,1.59219,2013-11-03:00:00:00+0000
GBP_USD,1.59219,1.59786,1.59036,1.59709,2013-11-04:00:00:00+0000
GBP_USD,1.59711,1.60628,1.59484,1.60447,2013-11-05:00:00:00+0000
GBP_USD,1.60447,1.61179,1.60440,1.60839,2013-11-06:00:00:00+0000
GBP_USD,1.60841,1.61143,1.60096,1.60880,2013-11-07:00:00:00+0000
GBP_USD,1.60880,1.61056,1.59575,1.60145,2013-11-08:00:00:00+0000
GBP_USD,1.60013,1.60100,1.59996,1.60024,2013-11-10:00:00:00+0000
GBP_USD,1.60024,1.60220,1.59658,1.59861,2013-11-11:00:00:00+0000
GBP_USD,1.59861,1.59915,1.58547,1.58900,2013-11-12:00:00:00+0000
GBP_USD,1.58899,1.60674,1.58784,1.60443,2013-11-13:00:00:00+0000
GBP_USD,1.60443,1.61016,1.59888,1.60536,2013-11-14:00:00:00+0000
GBP_USD,1.60536,1.61347,1.60486,1.61182,2013-11-15:00:00:00+0000
GBP_USD,1.61249,1.61252,1.61114,1.61122,2013-11-17:00:00:00+0000
GBP_USD,1.61123,1.61490,1.60820,1.61129,2013-11-18:00:00:00+0000
GBP_USD,1.61129,1.61440,1.60599,1.61359,2013-11-19:00:00:00+0000
GBP_USD,1.61359,1.61781,1.60880,1.60981,2013-11-20:00:00:00+0000
GBP_USD,1.60981,1.62029,1.60724,1.61802,2013-11-21:00:00:00+0000
GBP_USD,1.61803,1.62266,1.61798,1.62256,2013-11-22:00:00:00+0000
GBP_USD,1.62256,1.62406,1.62228,1.62320,2013-11-24:00:00:00+0000
GBP_USD,1.62320,1.62360,1.61332,1.61708,2013-11-25:00:00:00+0000
GBP_USD,1.61703,1.62196,1.61384,1.62092,2013-11-26:00:00:00+0000
GBP_USD,1.62093,1.63308,1.61978,1.62839,2013-11-27:00:00:00+0000
GBP_USD,1.62839,1.63578,1.62770,1.63397,2013-11-28:00:00:00+0000
GBP_USD,1.63396,1.63846,1.63145,1.63697,2013-11-29:00:00:00+0000
GBP_USD,1.63721,1.63780,1.63700,1.63774,2013-12-01:00:00:00+0000
GBP_USD,1.63777,1.64430,1.63430,1.63584,2013-12-02:00:00:00+0000
GBP_USD,1.63584,1.64371,1.63470,1.63891,2013-12-03:00:00:00+0000
GBP_USD,1.63891,1.64044,1.63236,1.63773,2013-12-04:00:00:00+0000
GBP_USD,1.63776,1.64042,1.63006,1.63305,2013-12-05:00:00:00+0000
GBP_USD,1.63305,1.63931,1.62931,1.63503,2013-12-06:00:00:00+0000
GBP_USD,1.63487,1.63537,1.63263,1.63270,2013-12-08:00:00:00+0000
GBP_USD,1.63269,1.64328,1.63233,1.64227,2013-12-09:00:00:00+0000
GBP_USD,1.64227,1.64671,1.64190,1.64574,2013-12-10:00:00:00+0000
GBP_USD,1.64572,1.64575,1.63393,1.63755,2013-12-11:00:00:00+0000
GBP_USD,1.63754,1.64186,1.63212,1.63386,2013-12-12:00:00:00+0000
GBP_USD,1.63386,1.63602,1.62626,1.63008,2013-12-13:00:00:00+0000
GBP_USD,1.62968,1.63101,1.62900,1.62991,2013-12-15:00:00:00+0000
GBP_USD,1.62991,1.63494,1.62895,1.62986,2013-12-16:00:00:00+0000
GBP_USD,1.62987,1.63362,1.62176,1.62756,2013-12-17:00:00:00+0000
GBP_USD,1.62757,1.64843,1.62721,1.63835,2013-12-18:00:00:00+0000
GBP_USD,1.63834,1.63960,1.63356,1.63654,2013-12-19:00:00:00+0000
GBP_USD,1.63655,1.63949,1.63160,1.63345,2013-12-20:00:00:00+0000
GBP_USD,1.63386,1.63402,1.63247,1.63286,2013-12-22:00:00:00+0000
GBP_USD,1.63286,1.63750,1.63286,1.63498,2013-12-23:00:00:00+0000
GBP_USD,1.63497,1.63816,1.63227,1.63698,2013-12-24:00:00:00+0000
GBP_USD,1.63505,1.63550,1.63462,1.63527,2013-12-25:00:00:00+0000
GBP_USD,1.63529,1.64386,1.63524,1.64141,2013-12-26:00:00:00+0000
GBP_USD,1.64141,1.65779,1.64076,1.64833,2013-12-27:00:00:00+0000
GBP_USD,1.64820,1.64999,1.64774,1.64798,2013-12-29:00:00:00+0000
GBP_USD,1.64798,1.65332,1.64600,1.64929,2013-12-30:00:00:00+0000
GBP_USD,1.64931,1.65784,1.64744,1.65660,2013-12-31:00:00:00+0000
GBP_USD,1.65661,1.65926,1.65588,1.65748,2014-01-01:00:00:00+0000
GBP_USD,1.65746,1.66032,1.64104,1.64487,2014-01-02:00:00:00+0000
GBP_USD,1.64488,1.64744,1.63956,1.64195,2014-01-03:00:00:00+0000
GBP_USD,1.63994,1.64170,1.63972,1.64118,2014-01-05:00:00:00+0000
GBP_USD,1.64118,1.64339,1.63376,1.64134,2014-01-06:00:00:00+0000
GBP_USD,1.64134,1.64386,1.63744,1.63998,2014-01-07:00:00:00+0000
GBP_USD,1.63999,1.64718,1.63766,1.64455,2014-01-08:00:00:00+0000
GBP_USD,1.64454,1.64980,1.64415,1.64776,2014-01-09:00:00:00+0000
GBP_USD,1.64777,1.65172,1.63822,1.64831,2014-01-10:00:00:00+0000
GBP_USD,1.64861,1.64948,1.64765,1.64945,2014-01-12:00:00:00+0000
GBP_USD,1.64946,1.65080,1.63466,1.63894,2014-01-13:00:00:00+0000
GBP_USD,1.63892,1.64644,1.63674,1.64332,2014-01-14:00:00:00+0000
GBP_USD,1.64333,1.64379,1.63224,1.63616,2014-01-15:00:00:00+0000
GBP_USD,1.63618,1.63836,1.63144,1.63473,2014-01-16:00:00:00+0000
GBP_USD,1.63473,1.64588,1.63096,1.64231,2014-01-17:00:00:00+0000
GBP_USD,1.64185,1.64224,1.64114,1.64182,2014-01-19:00:00:00+0000
GBP_USD,1.64181,1.64523,1.63954,1.64265,2014-01-20:00:00:00+0000
GBP_USD,1.64264,1.64860,1.63998,1.64742,2014-01-21:00:00:00+0000
GBP_USD,1.64739,1.65872,1.64504,1.65618,2014-01-22:00:00:00+0000
GBP_USD,1.65614,1.66438,1.65574,1.66319,2014-01-23:00:00:00+0000
GBP_USD,1.66322,1.66686,1.64792,1.64844,2014-01-24:00:00:00+0000
GBP_USD,1.65063,1.65068,1.64754,1.64925,2014-01-26:00:00:00+0000
GBP_USD,1.64925,1.65885,1.64798,1.65734,2014-01-27:00:00:00+0000
GBP_USD,1.65735,1.66254,1.65359,1.65672,2014-01-28:00:00:00+0000
GBP_USD,1.65672,1.66067,1.65258,1.65583,2014-01-29:00:00:00+0000
GBP_USD,1.65582,1.65643,1.64444,1.64968,2014-01-30:00:00:00+0000
GBP_USD,1.64967,1.64982,1.64272,1.64412,2014-01-31:00:00:00+0000
GBP_USD,1.64245,1.64408,1.64205,1.64366,2014-02-02:00:00:00+0000
GBP_USD,1.64367,1.64380,1.62903,1.63091,2014-02-03:00:00:00+0000
GBP_USD,1.63090,1.63448,1.62570,1.63297,2014-02-04:00:00:00+0000
GBP_USD,1.63296,1.63414,1.62522,1.63236,2014-02-05:00:00:00+0000
GBP_USD,1.63237,1.63484,1.62728,1.63206,2014-02-06:00:00:00+0000
GBP_USD,1.63203,1.64185,1.62992,1.64121,2014-02-07:00:00:00+0000
GBP_USD,1.63983,1.64160,1.63973,1.64086,2014-02-09:00:00:00+0000
GBP_USD,1.64087,1.64276,1.63828,1.64051,2014-02-10:00:00:00+0000
GBP_USD,1.64055,1.64877,1.63932,1.64473,2014-02-11:00:00:00+0000
GBP_USD,1.64472,1.66190,1.64259,1.66088,2014-02-12:00:00:00+0000
GBP_USD,1.66087,1.66737,1.66002,1.66556,2014-02-13:00:00:00+0000
GBP_USD,1.66557,1.67558,1.66449,1.67473,2014-02-14:00:00:00+0000
GBP_USD,1.67690,1.67732,1.67468,1.67630,2014-02-16:00:00:00+0000
GBP_USD,1.67631,1.68227,1.66958,1.67190,2014-02-17:00:00:00+0000
GBP_USD,1.67190,1.67417,1.66546,1.66830,2014-02-18:00:00:00+0000
GBP_USD,1.66830,1.67338,1.66370,1.66766,2014-02-19:00:00:00+0000
GBP_USD,1.66766,1.67006,1.66251,1.66614,2014-02-20:00:00:00+0000
GBP_USD,1.66614,1.67250,1.66120,1.66166,2014-02-21:00:00:00+0000
GBP_USD,1.66282,1.66348,1.66263,1.66314,2014-02-23:00:00:00+0000
GBP_USD,1.66315,1.66790,1.65836,1.66552,2014-02-24:00:00:00+0000
GBP_USD,1.66550,1.67270,1.66416,1.66756,2014-02-25:00:00:00+0000
GBP_USD,1.66755,1.67030,1.66220,1.66662,2014-02-26:00:00:00+0000
GBP_USD,1.66663,1.66992,1.66163,1.66915,2014-02-27:00:00:00+0000
GBP_USD,1.66915,1.67689,1.66763,1.67439,2014-02-28:00:00:00+0000
GBP_USD,1.67157,1.67473,1.67114,1.67357,2014-03-02:00:00:00+0000
GBP_USD,1.67358,1.67516,1.66534,1.66654,2014-03-03:00:00:00+0000
GBP_USD,1.66653,1.67168,1.66406,1.66649,2014-03-04:00:00:00+0000
GBP_USD,1.66650,1.67418,1.66569,1.67140,2014-03-05:00:00:00+0000
GBP_USD,1.67139,1.67780,1.66858,1.67415,2014-03-06:00:00:00+0000
GBP_USD,1.67415,1.67860,1.67065,1.67166,2014-03-07:00:00:00+0000
GBP_USD,1.67300,1.67326,1.67183,1.67300,2014-03-09:00:00:00+0000
GBP_USD,1.67304,1.67412,1.66221,1.66381,2014-03-10:00:00:00+0000
GBP_USD,1.66380,1.66534,1.65968,1.66201,2014-03-11:00:00:00+0000
GBP_USD,1.66201,1.66358,1.65688,1.66178,2014-03-12:00:00:00+0000
GBP_USD,1.66176,1.67180,1.66066,1.66216,2014-03-13:00:00:00+0000
GBP_USD,1.66220,1.66494,1.65874,1.66487,2014-03-14:00:00:00+0000
GBP_USD,1.66390,1.66500,1.66281,1.66410,2014-03-16:00:00:00+0000
GBP_USD,1.66412,1.66658,1.66051,1.66393,2014-03-17:00:00:00+0000
GBP_USD,1.66392,1.66475,1.65460,1.65955,2014-03-18:00:00:00+0000
GBP_USD,1.65954,1.66542,1.65081,1.65329,2014-03-19:00:00:00+0000
GBP_USD,1.65329,1.65684,1.64805,1.65076,2014-03-20:00:00:00+0000
GBP_USD,1.65076,1.65206,1.64754,1.64886,2014-03-21:00:00:00+0000
GBP_USD,1.64612,1.64968,1.64601,1.64934,2014-03-23:00:00:00+0000
GBP_USD,1.64934,1.65364,1.64656,1.64976,2014-03-24:00:00:00+0000
GBP_USD,1.64977,1.65496,1.64809,1.65324,2014-03-25:00:00:00+0000
GBP_USD,1.65324,1.65972,1.65095,1.65778,2014-03-26:00:00:00+0000
GBP_USD,1.65778,1.66472,1.65555,1.66076,2014-03-27:00:00:00+0000
GBP_USD,1.66077,1.66515,1.65990,1.66394,2014-03-28:00:00:00+0000
GBP_USD,1.66583,1.66599,1.66394,1.66469,2014-03-30:00:00:00+0000
GBP_USD,1.66468,1.66843,1.66118,1.66645,2014-03-31:01:00:00+0100
GBP_USD,1.66644,1.66748,1.66182,1.66304,2014-04-01:01:00:00+0100
GBP_USD,1.66301,1.66643,1.66207,1.66265,2014-04-02:01:00:00+0100
GBP_USD,1.66266,1.66610,1.65702,1.65981,2014-04-03:01:00:00+0100
GBP_USD,1.65980,1.66060,1.65526,1.65764,2014-04-04:01:00:00+0100
GBP_USD,1.65759,1.65832,1.65694,1.65797,2014-04-06:01:00:00+0100
GBP_USD,1.65795,1.66242,1.65654,1.66085,2014-04-07:01:00:00+0100
GBP_USD,1.66086,1.67549,1.66072,1.67481,2014-04-08:01:00:00+0100
GBP_USD,1.67479,1.68018,1.67243,1.67994,2014-04-09:01:00:00+0100
GBP_USD,1.67992,1.68209,1.67540,1.67770,2014-04-10:01:00:00+0100
GBP_USD,1.67772,1.67874,1.67172,1.67304,2014-04-11:01:00:00+0100
GBP_USD,1.67197,1.67424,1.67192,1.67288,2014-04-13:01:00:00+0100
GBP_USD,1.67289,1.67443,1.66966,1.67267,2014-04-14:01:00:00+0100
GBP_USD,1.67263,1.67490,1.66590,1.67245,2014-04-15:01:00:00+0100
GBP_USD,1.67245,1.68180,1.67199,1.68030,2014-04-16:01:00:00+0100
GBP_USD,1.68031,1.68422,1.67760,1.67853,2014-04-17:01:00:00+0100
GBP_USD,1.67854,1.68054,1.67744,1.67882,2014-04-18:01:00:00+0100
GBP_USD,1.67918,1.68034,1.67830,1.67844,2014-04-20:01:00:00+0100
GBP_USD,1.67844,1.68192,1.67844,1.67899,2014-04-21:01:00:00+0100
GBP_USD,1.67898,1.68396,1.67860,1.68221,2014-04-22:01:00:00+0100
GBP_USD,1.68219,1.68360,1.67624,1.67831,2014-04-23:01:00:00+0100
GBP_USD,1.67830,1.68120,1.67656,1.68082,2014-04-24:01:00:00+0100
GBP_USD,1.68082,1.68303,1.67902,1.68035,2014-04-25:01:00:00+0100
GBP_USD,1.68066,1.68096,1.67964,1.68045,2014-04-27:01:00:00+0100
GBP_USD,1.68045,1.68576,1.67780,1.68092,2014-04-28:01:00:00+0100
GBP_USD,1.68091,1.68470,1.67924,1.68246,2014-04-29:01:00:00+0100
GBP_USD,1.68245,1.69014,1.68064,1.68751,2014-04-30:01:00:00+0100
GBP_USD,1.68752,1.69233,1.68718,1.68944,2014-05-01:01:00:00+0100
GBP_USD,1.68946,1.68955,1.68222,1.68752,2014-05-02:01:00:00+0100
GBP_USD,1.68832,1.68887,1.68708,1.68788,2014-05-04:01:00:00+0100
GBP_USD,1.68791,1.68830,1.68537,1.68680,2014-05-05:01:00:00+0100
GBP_USD,1.68679,1.69966,1.68666,1.69755,2014-05-06:01:00:00+0100
GBP_USD,1.69755,1.69866,1.69514,1.69544,2014-05-07:01:00:00+0100
GBP_USD,1.69544,1.69778,1.69238,1.69339,2014-05-08:01:00:00+0100
GBP_USD,1.69339,1.69386,1.68324,1.68544,2014-05-09:01:00:00+0100
GBP_USD,1.68464,1.68610,1.68432,1.68594,2014-05-11:01:00:00+0100
GBP_USD,1.68593,1.69036,1.68472,1.68723,2014-05-12:01:00:00+0100
GBP_USD,1.68722,1.68834,1.68190,1.68314,2014-05-13:01:00:00+0100
GBP_USD,1.68315,1.68751,1.67538,1.67683,2014-05-14:01:00:00+0100
GBP_USD,1.67689,1.68068,1.67314,1.67935,2014-05-15:01:00:00+0100
GBP_USD,1.67930,1.68409,1.67837,1.68162,2014-05-16:01:00:00+0100
GBP_USD,1.68139,1.68260,1.68122,1.68239,2014-05-18:01:00:00+0100
GBP_USD,1.68238,1.68454,1.68055,1.68146,2014-05-19:01:00:00+0100
GBP_USD,1.68146,1.68704,1.68020,1.68373,2014-05-20:01:00:00+0100
GBP_USD,1.68374,1.69222,1.68314,1.68972,2014-05-21:01:00:00+0100
GBP_USD,1.68968,1.69184,1.68516,1.68669,2014-05-22:01:00:00+0100
